#MJD GSC_ch1 GSC_ch1_e GSC_ch2 GSC_ch2_e GSC_ch3 GSC_ch3_e BAT_ch1 BAT_ch1_e	BAT_ch2 BAT_ch2_e BAT_ch3 BAT_ch3_e BAT_ch4 BAT_ch4_e HR HR_e
58388.5  0.020 0.007  0.017 0.006  0.006 0.007 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
58389.5  0.050 0.009  0.057 0.007  0.011 0.007 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
58390.5  0.081 0.011  0.083 0.008  0.025 0.008 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
58391.5  0.102 0.017  0.124 0.014  0.058 0.013 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
58392.5  0.108 0.011  0.101 0.008  0.041 0.008 		 0.001507 0.000318  0.000522 0.000269  0.000193 0.000199  0.000086 0.000120 		   0.001788    0.001856
58393.5  0.136 0.011  0.135 0.009  0.026 0.007 		 0.000805 0.000133  0.000180 0.000116 -0.000001 0.000091  0.000166 0.000067 		  -0.000004   -0.000669
58394.5  0.135 0.012  0.114 0.009  0.045 0.007 		 0.001011 0.000135  0.000206 0.000116 -0.000022 0.000091  0.000059 0.000067 		  -0.000165   -0.000675
58395.5  0.095 0.009  0.074 0.007  0.018 0.006 		 0.000758 0.000128  0.000656 0.000104  0.000189 0.000081  0.000025 0.000059 		   0.001985    0.000874
58396.5  0.144 0.011  0.103 0.008  0.007 0.006 		 0.000830 0.000129  0.000303 0.000117 -0.000102 0.000092 -0.000093 0.000074 		  -0.000709   -0.000640
58397.5  0.160 0.011  0.115 0.008  0.028 0.006 		 0.000249 0.000138  0.000148 0.000110 -0.000089 0.000086 -0.000055 0.000065 		  -0.000556   -0.000537
58398.5  0.100 0.011  0.088 0.008  0.024 0.007 		 0.000914 0.000149  0.000135 0.000126  0.000137 0.000098  0.000077 0.000074 		   0.001369    0.000993
58399.5  0.000 0.000  0.000 0.000  0.000 0.000 		 0.000680 0.000106  0.000322 0.000092  0.000113 0.000071  0.000004 0.000048 		-100.000000    0.000000
58400.5  0.000 0.000  0.000 0.000  0.000 0.000 		 0.001201 0.000192  0.000127 0.000171  0.000042 0.000137  0.000156 0.000099 		-100.000000    0.000000
58401.5  0.000 0.000  0.000 0.000  0.000 0.000 		 0.000578 0.000138  0.000416 0.000119  0.000060 0.000095 -0.000051 0.000074 		-100.000000    0.000000
58402.5  0.000 0.000  0.000 0.000  0.000 0.000 		 0.000629 0.000125  0.000300 0.000110  0.000017 0.000088  0.000032 0.000066 		-100.000000    0.000000
58403.5  0.000 0.000  0.000 0.000  0.000 0.000 		 0.000201 0.000268  0.000047 0.000234  0.000049 0.000182  0.000040 0.000122 		-100.000000    0.000000
58404.5  0.000 0.000  0.000 0.000  0.000 0.000 		 0.000007 0.000183  0.000356 0.000153  0.000124 0.000118  0.000045 0.000080 		-100.000000    0.000000
58405.5  0.000 0.000  0.000 0.000  0.000 0.000 		 0.000839 0.000269  0.000463 0.000241 -0.000021 0.000186  0.000088 0.000117 		-100.000000    0.000000
58406.5  0.000 0.000  0.000 0.000  0.000 0.000 		-0.000025 0.000336 -0.000006 0.000290  0.000065 0.000229  0.000229 0.000147 		-100.000000    0.000000
58407.5  0.000 0.000  0.000 0.000  0.000 0.000 		-0.000139 0.000174  0.000146 0.000162  0.000191 0.000133 -0.000066 0.000103 		-100.000000    0.000000
58408.5  0.023 0.006  0.026 0.005  0.007 0.006 		 0.000235 0.000169 -0.000114 0.000151 -0.000187 0.000122 -0.000031 0.000090 		  -0.007997   -0.005648
58409.5  0.026 0.006  0.022 0.005  0.016 0.006 		-0.000004 0.000174 -0.000041 0.000155 -0.000112 0.000119  0.000118 0.000079 		  -0.004271   -0.004643
58410.5  0.023 0.006  0.037 0.005  0.024 0.006 		 0.000209 0.000188 -0.000115 0.000163 -0.000089 0.000124  0.000221 0.000087 		  -0.003930   -0.005567
58411.5  0.027 0.007  0.038 0.005  0.015 0.006 		 0.000855 0.000464 -0.000869 0.000398  0.000103 0.000313  0.000000 0.000257 		   0.003830    0.011627
58412.5  0.029 0.006  0.035 0.005  0.016 0.006 		 0.000492 0.000209  0.000753 0.000182 -0.000151 0.000139  0.000013 0.000097 		  -0.005289   -0.005002
58413.5  0.033 0.006  0.042 0.005  0.009 0.006 		-0.000690 0.000184  0.000108 0.000161  0.000128 0.000125 -0.000015 0.000090 		   0.003811    0.003820
58414.5  0.032 0.007  0.020 0.005  0.011 0.006 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
58415.5  0.031 0.009  0.032 0.007  0.001 0.007 		-0.000689 0.000157 -0.000061 0.000132  0.000125 0.000102 -0.000105 0.000072 		   0.004010    0.003496
58416.5  0.040 0.010  0.044 0.008  0.024 0.009 		 0.001496 0.000228  0.000264 0.000206 -0.000074 0.000163  0.000245 0.000112 		  -0.001834   -0.004059
58417.5  0.039 0.007  0.039 0.005  0.014 0.006 		 0.000137 0.000167 -0.000249 0.000148  0.000171 0.000114  0.000034 0.000073 		   0.004417    0.003065
58418.5  0.030 0.006  0.022 0.005  0.011 0.006 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
58419.5  0.059 0.008  0.032 0.006  0.004 0.006 		-0.000602 0.000166 -0.000425 0.000137  0.000070 0.000107  0.000039 0.000071 		   0.001185    0.001813
58420.5  0.018 0.006  0.024 0.005  0.000 0.006 		-0.000146 0.000242 -0.000029 0.000197  0.000112 0.000146  0.000147 0.000079 		   0.006334    0.008557
58421.5  0.050 0.008  0.023 0.006  0.003 0.007 		 0.000635 0.000197  0.000124 0.000172 -0.000003 0.000131 -0.000019 0.000084 		  -0.000065   -0.002611
58422.5  0.025 0.007  0.027 0.006  0.008 0.007 		 0.000359 0.000224  0.000182 0.000195 -0.000167 0.000152  0.000073 0.000102 		  -0.006671   -0.006370
58423.5  0.019 0.008  0.023 0.007  0.017 0.008 		 0.000740 0.000490  0.000374 0.000419 -0.000023 0.000299 -0.000169 0.000154 		  -0.001183   -0.015455
58424.5  0.029 0.010  0.026 0.008  0.011 0.009 		-0.000316 0.000277 -0.000449 0.000237 -0.000044 0.000179 -0.000166 0.000109 		  -0.001526   -0.006227
58425.5  0.034 0.008  0.025 0.007  0.013 0.009 		 0.000298 0.000218 -0.000113 0.000197  0.000121 0.000162 -0.000016 0.000128 		   0.003545    0.004828
58426.5  0.031 0.007  0.020 0.005 -0.003 0.007 		-0.000159 0.000526  0.000454 0.000456 -0.000612 0.000343  0.000011 0.000205 		  -0.019584   -0.011882
58427.5  0.016 0.006  0.020 0.005 -0.005 0.006 		-0.000116 0.000275 -0.000287 0.000241  0.000002 0.000193 -0.000053 0.000146 		   0.000116    0.011785
58428.5  0.030 0.007  0.028 0.006  0.019 0.008 		 0.000448 0.000224 -0.000024 0.000198 -0.000124 0.000155  0.000157 0.000097 		  -0.004145   -0.005310
58429.5 -0.018 0.020 -0.004 0.017  0.003 0.029 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
58430.5  0.025 0.007  0.023 0.005  0.009 0.007 		 0.002850 0.000745 -0.000005 0.000590  0.000337 0.000428  0.000308 0.000244 		   0.013277    0.017332
58431.5  0.018 0.006  0.026 0.005  0.004 0.006 		-0.000226 0.000178  0.000118 0.000155 -0.000144 0.000125 -0.000191 0.000095 		  -0.008175   -0.007690
58432.5  0.023 0.007  0.017 0.005  0.003 0.006 		-0.000342 0.001156  0.001174 0.000948 -0.000113 0.000687 -0.000394 0.000387 		  -0.004926   -0.029979
58433.5  0.017 0.006  0.008 0.004  0.003 0.005 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
58434.5  0.023 0.006  0.017 0.004 -0.001 0.005 		-0.002095 0.000523 -0.001179 0.000425 -0.000168 0.000315 -0.000206 0.000174 		  -0.007288   -0.013752
58435.5  0.026 0.006  0.026 0.005  0.007 0.006 		-0.000681 0.000431  0.000338 0.000380 -0.000463 0.000294 -0.000039 0.000189 		  -0.017737   -0.012071
58436.5  0.032 0.007  0.027 0.004  0.004 0.006 		 0.000160 0.000309 -0.000087 0.000260 -0.000296 0.000200  0.000077 0.000119 		  -0.009301   -0.006552
58437.5  0.056 0.007  0.043 0.005  0.002 0.006 		-0.000371 0.000376  0.000556 0.000334 -0.000079 0.000254  0.000137 0.000161 		  -0.001419   -0.004563
58438.5  0.040 0.007  0.040 0.005  0.009 0.006 		 0.000110 0.000282 -0.000116 0.000245 -0.000536 0.000188 -0.000030 0.000117 		  -0.013558   -0.005263
58439.5  0.027 0.006  0.035 0.005  0.007 0.006 		 0.000029 0.000322  0.000357 0.000282  0.000008 0.000219  0.000065 0.000137 		   0.000274    0.007983
58440.5  0.048 0.007  0.040 0.005  0.010 0.006 		-0.000152 0.000328  0.000330 0.000280  0.000197 0.000213  0.000408 0.000127 		   0.004105    0.004460
58441.5  0.053 0.008  0.034 0.005  0.001 0.006 		-0.000637 0.000356 -0.000010 0.000316  0.000315 0.000244 -0.000046 0.000166 		   0.005979    0.004709
58442.5  0.031 0.007  0.020 0.005  0.021 0.006 		-0.000495 0.000297  0.000163 0.000266  0.000239 0.000203  0.000210 0.000126 		   0.007659    0.006705
58443.5  0.028 0.007  0.031 0.005  0.004 0.007 		-0.000249 0.000535  0.001229 0.000490  0.000040 0.000381  0.000042 0.000265 		   0.001420    0.013520
58444.5  0.020 0.006  0.021 0.005  0.009 0.007 		 0.001923 0.000362  0.000367 0.000305  0.000198 0.000236  0.000336 0.000149 		   0.009840    0.012191
58445.5  0.023 0.007  0.010 0.005  0.008 0.008 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
58446.5  0.031 0.009  0.016 0.006  0.017 0.009 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
58447.5  0.023 0.011  0.021 0.009  0.020 0.013 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
58448.5  0.020 0.010  0.020 0.009  0.010 0.012 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
58449.5 -0.073 0.037 -0.065 0.038  0.036 0.093 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
58450.5  0.000 0.000  0.000 0.000  0.000 0.000 		      nan      nan       nan      nan       nan      nan       nan      nan 		-100.000000    0.000000
58451.5  0.000 0.000  0.000 0.000  0.000 0.000 		      nan      nan       nan      nan       nan      nan       nan      nan 		-100.000000    0.000000
58452.5  0.000 0.000  0.000 0.000  0.000 0.000 		      nan      nan       nan      nan       nan      nan       nan      nan 		-100.000000    0.000000
58453.5  0.000 0.000  0.000 0.000  0.000 0.000 		      nan      nan       nan      nan       nan      nan       nan      nan 		-100.000000    0.000000
58454.5  0.023 0.019 -0.009 0.019  0.009 0.026 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
58455.5 -0.015 0.017  0.006 0.016  0.033 0.021 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
58456.5  0.000 0.000  0.000 0.000  0.000 0.000 		      nan      nan       nan      nan       nan      nan       nan      nan 		-100.000000    0.000000
58457.5  0.000 0.000  0.000 0.000  0.000 0.000 		      nan      nan       nan      nan       nan      nan       nan      nan 		-100.000000    0.000000
58458.5  0.000 0.000  0.000 0.000  0.000 0.000 		      nan      nan       nan      nan       nan      nan       nan      nan 		-100.000000    0.000000
58459.5 -0.002 0.031 -0.008 0.026 -0.045 0.024 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
58460.5  0.002 0.011 -0.028 0.007 -0.050 0.011 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
58461.5  0.006 0.007 -0.003 0.006 -0.008 0.008 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
58462.5  0.035 0.008  0.023 0.007  0.004 0.008 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
58463.5  0.025 0.011  0.039 0.009  0.020 0.010 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
58464.5  0.037 0.008  0.040 0.006  0.012 0.006 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
58465.5  0.044 0.008  0.029 0.006  0.012 0.006 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
58466.5  0.048 0.008  0.031 0.005  0.005 0.006 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
58467.5  0.043 0.008  0.041 0.006  0.013 0.006 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
58468.5  0.057 0.008  0.046 0.006  0.017 0.006 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
58469.5  0.057 0.008  0.057 0.006  0.019 0.006 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
58470.5  0.042 0.007  0.039 0.005  0.004 0.005 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
58471.5  0.060 0.007  0.035 0.005  0.009 0.006 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
58472.5  0.041 0.007  0.039 0.006  0.025 0.007 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
58473.5  0.000 0.000  0.000 0.000  0.000 0.000 		      nan      nan       nan      nan       nan      nan       nan      nan 		-100.000000    0.000000
58474.5  0.000 0.000  0.000 0.000  0.000 0.000 		      nan      nan       nan      nan       nan      nan       nan      nan 		-100.000000    0.000000
58475.5  0.000 0.000  0.000 0.000  0.000 0.000 		 0.000679 0.000300 -0.000108 0.000250  0.000050 0.000196  0.000108 0.000125 		-100.000000    0.000000
58476.5  0.000 0.000  0.000 0.000  0.000 0.000 		      nan      nan       nan      nan       nan      nan       nan      nan 		-100.000000    0.000000
58477.5  0.000 0.000  0.000 0.000  0.000 0.000 		      nan      nan       nan      nan       nan      nan       nan      nan 		-100.000000    0.000000
58478.5  0.000 0.000  0.000 0.000  0.000 0.000 		      nan      nan       nan      nan       nan      nan       nan      nan 		-100.000000    0.000000
58479.5  0.000 0.000  0.000 0.000  0.000 0.000 		      nan      nan       nan      nan       nan      nan       nan      nan 		-100.000000    0.000000
58480.5  0.000 0.000  0.000 0.000  0.000 0.000 		      nan      nan       nan      nan       nan      nan       nan      nan 		-100.000000    0.000000
58481.5  0.000 0.000  0.000 0.000  0.000 0.000 		      nan      nan       nan      nan       nan      nan       nan      nan 		-100.000000    0.000000
58482.5  0.000 0.000  0.000 0.000  0.000 0.000 		      nan      nan       nan      nan       nan      nan       nan      nan 		-100.000000    0.000000
58483.5  0.000 0.000  0.000 0.000  0.000 0.000 		      nan      nan       nan      nan       nan      nan       nan      nan 		-100.000000    0.000000
58484.5  0.000 0.000  0.000 0.000  0.000 0.000 		      nan      nan       nan      nan       nan      nan       nan      nan 		-100.000000    0.000000
58485.5  0.000 0.000  0.000 0.000  0.000 0.000 		      nan      nan       nan      nan       nan      nan       nan      nan 		-100.000000    0.000000
58486.5  0.000 0.000  0.000 0.000  0.000 0.000 		 0.000021 0.000593 -0.000558 0.000526  0.000267 0.000394  0.000046 0.000274 		-100.000000    0.000000
58487.5  0.000 0.000  0.000 0.000  0.000 0.000 		      nan      nan       nan      nan       nan      nan       nan      nan 		-100.000000    0.000000
58488.5  0.000 0.000  0.000 0.000  0.000 0.000 		      nan      nan       nan      nan       nan      nan       nan      nan 		-100.000000    0.000000
58489.5  0.000 0.000  0.000 0.000  0.000 0.000 		      nan      nan       nan      nan       nan      nan       nan      nan 		-100.000000    0.000000
58490.5  0.000 0.000  0.000 0.000  0.000 0.000 		      nan      nan       nan      nan       nan      nan       nan      nan 		-100.000000    0.000000
58491.5  0.000 0.000  0.000 0.000  0.000 0.000 		-0.000589 0.000750  0.000280 0.000586  0.000167 0.000466  0.000735 0.000312 		-100.000000    0.000000
58492.5  0.085 0.017  0.064 0.012  0.021 0.012 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
58493.5  0.068 0.009  0.060 0.006  0.018 0.006 		-0.000101 0.000299  0.000020 0.000246 -0.000044 0.000189  0.000077 0.000134 		  -0.000649   -0.002782
58494.5  0.095 0.011  0.073 0.007  0.023 0.006 		-0.000654 0.000363  0.000042 0.000310  0.000002 0.000241 -0.000163 0.000177 		   0.000016    0.002545
58495.5  0.069 0.009  0.050 0.006  0.016 0.006 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
58496.5  0.048 0.010  0.055 0.008  0.006 0.008 		 0.001633 0.000575  0.000645 0.000524 -0.001327 0.000432  0.000162 0.000288 		  -0.027582   -0.010758
58497.5  0.067 0.010  0.065 0.007  0.011 0.007 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
58498.5  0.058 0.008  0.069 0.006  0.018 0.006 		 0.000094 0.000438  0.000174 0.000371  0.000660 0.000296 -0.000351 0.000229 		   0.011413    0.005352
58499.5  0.035 0.008  0.064 0.006  0.022 0.007 		-0.000008 0.000159 -0.000007 0.000142 -0.000077 0.000112  0.000025 0.000080 		  -0.002210   -0.003245
58500.5  0.048 0.008  0.048 0.006  0.026 0.007 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
58501.5  0.025 0.018  0.029 0.014 -0.013 0.015 		-0.000212 0.000210 -0.000013 0.000180  0.000070 0.000143 -0.000021 0.000105 		   0.002817    0.006057
58502.5  0.033 0.009  0.068 0.007 -0.002 0.007 		-0.000804 0.000327 -0.000064 0.000286 -0.000073 0.000221  0.000102 0.000167 		  -0.002241   -0.006797
58503.5  0.052 0.008  0.053 0.006  0.007 0.005 		-0.000188 0.000333 -0.000132 0.000288  0.000058 0.000226 -0.000081 0.000171 		   0.001115    0.004310
58504.5  0.055 0.008  0.057 0.006  0.020 0.006 		 0.000431 0.000271 -0.000331 0.000235 -0.000259 0.000184 -0.000030 0.000144 		  -0.004677   -0.003397
58505.5  0.062 0.008  0.053 0.005  0.008 0.005 		-0.000122 0.000300 -0.000509 0.000270  0.000101 0.000205 -0.000202 0.000133 		   0.001633    0.003323
58506.5  0.060 0.007  0.050 0.005  0.013 0.006 		-0.000220 0.000722 -0.001008 0.000635  0.000262 0.000470  0.000061 0.000309 		   0.004344    0.007806
58507.5  0.046 0.007  0.045 0.005  0.018 0.005 		-0.000133 0.000180 -0.000019 0.000152  0.000062 0.000119 -0.000010 0.000090 		   0.001341    0.002591
58508.5  0.038 0.007  0.027 0.005  0.005 0.005 		 0.000935 0.000609 -0.001896 0.000480  0.000057 0.000360 -0.000253 0.000204 		   0.001526    0.009590
58509.5  0.032 0.006  0.020 0.004 -0.001 0.005 		-0.000712 0.000333 -0.000510 0.000275  0.000010 0.000213 -0.000147 0.000129 		   0.000316    0.006579
58510.5  0.015 0.006  0.023 0.004  0.006 0.005 		 0.000856 0.001046  0.000549 0.000937  0.000196 0.000687 -0.000267 0.000426 		   0.012701    0.044695
58511.5  0.024 0.006  0.012 0.004 -0.007 0.005 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
58512.5  0.019 0.006  0.012 0.004  0.008 0.005 		-0.000955 0.000308 -0.000607 0.000256  0.000059 0.000192  0.000054 0.000125 		   0.003026    0.009949
58513.5  0.021 0.006  0.019 0.004  0.004 0.006 		-0.001038 0.001423 -0.001583 0.001200 -0.000842 0.000843  0.000405 0.000396 		  -0.039320   -0.040735
58514.5  0.025 0.007  0.022 0.005  0.004 0.006 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
58515.5  0.031 0.007  0.033 0.005  0.006 0.006 		-0.002186 0.000425 -0.001906 0.000379 -0.000973 0.000269 -0.000149 0.000195 		  -0.031292   -0.011244
58516.5  0.024 0.008  0.023 0.006  0.006 0.007 		 0.000383 0.000350  0.000121 0.000307 -0.000062 0.000227  0.000327 0.000132 		  -0.002586   -0.009511
58517.5  0.001 0.009  0.008 0.006 -0.003 0.008 		-0.002833 0.001290 -0.000428 0.001150 -0.001805 0.000759 -0.000167 0.000377 		  -1.867082  -16.901116
58518.5 -0.014 0.011  0.001 0.008  0.014 0.012 		-0.000752 0.000347  0.000227 0.000305  0.000039 0.000228 -0.000121 0.000156 		  -0.002688   -0.016026
